ticker,asset_class,sector_gics,etf_proxy,source,note
GEPT,unknown,,,none,
GES,stock,Consumer Discretionary,XLY,llm,
GEV,stock,Industrials,XLI,yfinance,
GEVO,stock,Materials,XLB,yfinance,
GFAFX,unknown,,,none,
GFI,stock,Materials,XLB,yfinance,
GFIG,stock,Financials,XLF,llm,
GFL,stock,Industrials,XLI,yfinance,
GFN,stock,Industrials,XLI,llm,
GFS,stock,Information Technology,XLK,yfinance,
GFSZY,stock,Industrials,XLI,llm,
GG,stock,Materials,XLB,llm,
GGG,stock,Industrials,XLI,yfinance,
GGSM,stock,Industrials,XLI,yfinance,
GGT,stock,Financials,XLF,yfinance,
GH,stock,Health Care,XLV,yfinance,
GHC,stock,Consumer Staples,XLP,yfinance,
GHY,stock,Financials,XLF,yfinance,
GIC,stock,Industrials,XLI,yfinance,
GICIX,unknown,,,none,
GIFI,stock,Energy,XLE,llm,
GIGB,unknown,,,none,
GIL,stock,Consumer Discretionary,XLY,yfinance,
GILD,stock,Health Care,XLV,yfinance,
GIMO,stock,Information Technology,XLK,llm,
GIS,stock,Consumer Staples,XLP,yfinance,
GL,stock,Financials,XLF,yfinance,
GLA,stock,Real Estate,XLRE,llm,
GLAD,stock,Financials,XLF,yfinance,
GLAS,stock,Industrials,XLI,llm,
GLD,etf_broad,,GLD,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
GLDW,stock,Materials,XLB,llm,
GLFD,unknown,,,none,
GLIBA,stock,Communication Services,XLC,yfinance,
GLNCY,stock,Materials,XLB,yfinance,
GLNG,stock,Energy,XLE,yfinance,
GLOB,stock,Information Technology,XLK,yfinance,
GLOP,stock,Energy,XLE,llm,
GLP,stock,Energy,XLE,yfinance,
GLPEY,stock,Energy,XLE,yfinance,
GLPI,stock,Real Estate,XLRE,yfinance,
GLW,stock,Information Technology,XLK,yfinance,
GM,stock,Consumer Discretionary,XLY,yfinance,
GMAB,stock,Health Care,XLV,yfinance,
GMCR,stock,Consumer Staples,XLP,llm,
GME,stock,Consumer Discretionary,XLY,yfinance,
GMED,stock,Health Care,XLV,yfinance,
GMLP,stock,Energy,XLE,llm,
GMRE,stock,Real Estate,XLRE,llm,
GMS,stock,Industrials,XLI,llm,
GMT,stock,Industrials,XLI,llm,
GMXAY,stock,Consumer Discretionary,XLY,llm,
GMXRQ,stock,Energy,XLE,llm,
GNC,stock,Consumer Staples,XLP,llm,
GNCMA,stock,Communication Services,XLC,llm,
GNGBY,stock,Health Care,XLV,yfinance,
GNK,stock,Industrials,XLI,yfinance,
GNKOQ,stock,Financials,XLF,llm,
GNL,stock,Real Estate,XLRE,yfinance,
GNPX,stock,Health Care,XLV,yfinance,
GNR,stock,Energy,XLE,llm,
GNRC,stock,Industrials,XLI,yfinance,
GNTX,stock,Consumer Discretionary,XLY,yfinance,
GNW,stock,Financials,XLF,yfinance,
GO,stock,Consumer Staples,XLP,yfinance,
GOFPY,stock,Consumer Discretionary,XLY,yfinance,
GOGL,stock,Industrials,XLI,llm,
GOGO,stock,Communication Services,XLC,yfinance,
GOLD,stock,Financials,XLF,yfinance,
GOLF,stock,Consumer Discretionary,XLY,yfinance,
GOOCV,stock,Communication Services,XLC,llm,
GOOG,stock,Communication Services,XLC,yfinance,
GOOGL,stock,Communication Services,XLC,yfinance,
GOOS,stock,Consumer Discretionary,XLY,yfinance,
GOV,stock,Real Estate,XLRE,llm,
GOVT,etf_broad,,GOVT,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
GPC,stock,Consumer Discretionary,XLY,yfinance,
GPCR,stock,Health Care,XLV,yfinance,
GPI,stock,Consumer Discretionary,XLY,yfinance,
GPK,stock,Consumer Discretionary,XLY,yfinance,
GPN,stock,Industrials,XLI,yfinance,
GPOR,stock,Energy,XLE,yfinance,
GPP,stock,Energy,XLE,llm,
GPRO,stock,Information Technology,XLK,yfinance,
GPS,stock,Consumer Discretionary,XLY,llm,
GPT,stock,Real Estate,XLRE,llm,
GRA,stock,Materials,XLB,llm,
GRE,stock,Real Estate,XLRE,llm,
GRFS,stock,Health Care,XLV,yfinance,
GRMN,stock,Information Technology,XLK,yfinance,
GRPN,stock,Communication Services,XLC,yfinance,
GRUB,stock,Consumer Discretionary,XLY,llm,
GRX,stock,Financials,XLF,yfinance,
GS,stock,Financials,XLF,yfinance,
GSAH,stock,Financials,XLF,llm,
GSBD,stock,Financials,XLF,yfinance,
GSIMX,unknown,,,none,
GSJK,unknown,,,none,
GSK,stock,Health Care,XLV,yfinance,
GSLC,stock,Information Technology,XLK,llm,
GSMYX,unknown,,,none,
GSS,stock,Materials,XLB,llm,
GSSC,stock,Financials,XLF,llm,
GT,stock,Consumer Discretionary,XLY,yfinance,
GTCSX,unknown,,,none,
GTES,stock,Industrials,XLI,yfinance,
GTLB,stock,Information Technology,XLK,yfinance,
GTLS,stock,Industrials,XLI,yfinance,
GTN,stock,Communication Services,XLC,yfinance,
GTOMY,stock,Consumer Discretionary,XLY,llm,
GTX,stock,Consumer Discretionary,XLY,yfinance,
GTY,stock,Real Estate,XLRE,yfinance,
GVA,stock,Industrials,XLI,yfinance,
GVDNY,stock,Materials,XLB,yfinance,
GVP,stock,Health Care,XLV,llm,
GWPH,stock,Health Care,XLV,llm,
GWR,stock,Industrials,XLI,llm,
GWRE,stock,Information Technology,XLK,yfinance,
GWW,stock,Industrials,XLI,yfinance,
GXO,stock,Industrials,XLI,yfinance,
GXP,stock,Utilities,XLU,llm,
H,stock,Consumer Discretionary,XLY,yfinance,
HA,stock,Industrials,XLI,llm,
HACH,unknown,,,none,
HACK,stock,Information Technology,XLK,llm,
HAE,stock,Health Care,XLV,yfinance,
HAIN,stock,Consumer Staples,XLP,yfinance,
HAINX,unknown,,,none,
HAL,stock,Energy,XLE,yfinance,
HALO,stock,Health Care,XLV,yfinance,
HAS,stock,Consumer Discretionary,XLY,yfinance,
HASI,stock,Financials,XLF,yfinance,
HAST,stock,Consumer Discretionary,XLY,llm,
HAYN,stock,Materials,XLB,llm,
HAYW,stock,Industrials,XLI,yfinance,
HBAN,stock,Financials,XLF,yfinance,
HBAYF,stock,Financials,XLF,llm,
HBHC,stock,Financials,XLF,llm,
HBI,stock,Consumer Discretionary,XLY,llm,
HBMD,stock,Financials,XLF,llm,
HBP,stock,Financials,XLF,llm,
HCA,stock,Health Care,XLV,yfinance,
HCAR,stock,Consumer Discretionary,XLY,llm,
HCBK,stock,Financials,XLF,llm,
HCC,stock,Materials,XLB,yfinance,
HCKT,stock,Information Technology,XLK,yfinance,
HCMLY,stock,Materials,XLB,yfinance,
HCN,stock,Real Estate,XLRE,llm,
HCOM,stock,Energy,XLE,llm,
HCP,stock,Real Estate,XLRE,llm,
HCRB,unknown,,,none,
HCSG,stock,Health Care,XLV,yfinance,
HD,stock,Consumer Discretionary,XLY,yfinance,
HDB,stock,Financials,XLF,yfinance,
HDELY,stock,Consumer Discretionary,XLY,llm,
HDGE,unknown,,,none,
HDNG,stock,Industrials,XLI,llm,
HDS,stock,Industrials,XLI,llm,
HE,stock,Utilities,XLU,yfinance,
HEDJ,stock,Consumer Discretionary,XLY,llm,
HEGIY,stock,Consumer Staples,XLP,yfinance,
HEI,stock,Industrials,XLI,yfinance,
HEI-A,stock,Industrials,XLI,yfinance,
HEINY,stock,Consumer Staples,XLP,yfinance,
HELE,stock,Consumer Staples,XLP,yfinance,
HEN,stock,Consumer Staples,XLP,llm,
HENOY,stock,Consumer Staples,XLP,yfinance,
HES,stock,Energy,XLE,llm,
HESAF,stock,Consumer Discretionary,XLY,yfinance,
HESAY,stock,Consumer Discretionary,XLY,yfinance,
HESM,stock,Energy,XLE,yfinance,
HF,stock,Financials,XLF,llm,
HFC,stock,Energy,XLE,llm,
HFRO,stock,Financials,XLF,yfinance,
HFWA,stock,Financials,XLF,yfinance,
HGH,stock,Financials,XLF,llm,
HGTY,stock,Financials,XLF,yfinance,
HGV,stock,Consumer Discretionary,XLY,yfinance,
HHC,stock,Real Estate,XLRE,llm,
HHH,stock,Real Estate,XLRE,yfinance,
HI,stock,Industrials,XLI,llm,
HIBB,stock,Consumer Discretionary,XLY,llm,
HIFR,stock,Real Estate,XLRE,llm,
HIG,stock,Financials,XLF,yfinance,
HII,stock,Industrials,XLI,yfinance,
HIL,stock,Industrials,XLI,llm,
HIMS,stock,Health Care,XLV,yfinance,
HIMX,stock,Information Technology,XLK,yfinance,
HIPO,stock,Financials,XLF,yfinance,
HIW,stock,Real Estate,XLRE,yfinance,
HIX,stock,Financials,XLF,yfinance,
HIYS,unknown,,,none,
HKXCY,stock,Financials,XLF,yfinance,
HL,stock,Materials,XLB,yfinance,
HLDCY,stock,Real Estate,XLRE,yfinance,
HLF,stock,Consumer Staples,XLP,yfinance,
HLI,stock,Financials,XLF,yfinance,
HLIO,stock,Industrials,XLI,yfinance,
HLIT,stock,Information Technology,XLK,yfinance,
HLMEX,unknown,,,none,
HLMN,stock,Industrials,XLI,yfinance,
HLN,stock,Health Care,XLV,yfinance,
HLPPY,stock,Real Estate,XLRE,yfinance,
HLT,stock,Consumer Discretionary,XLY,yfinance,
HLUYY,stock,Consumer Staples,XLP,llm,
HLX,stock,Energy,XLE,yfinance,
HMC,stock,Consumer Discretionary,XLY,yfinance,
HMHC,stock,Consumer Discretionary,XLY,llm,
HMN,stock,Financials,XLF,yfinance,
HMSY,stock,Health Care,XLV,llm,
HNDL,unknown,,,none,
HNI,stock,Consumer Discretionary,XLY,yfinance,
HNNMY,stock,Consumer Discretionary,XLY,yfinance,
HNST,stock,Consumer Staples,XLP,yfinance,
HNZ,stock,Consumer Staples,XLP,llm,
HOCPY,stock,Health Care,XLV,yfinance,
HOFV,stock,Communication Services,XLC,llm,
HOG,stock,Consumer Discretionary,XLY,yfinance,
HOLX,stock,Health Care,XLV,llm,
HOMB,stock,Financials,XLF,yfinance,
HON,stock,Industrials,XLI,yfinance,
HOOD,stock,Financials,XLF,yfinance,
HOPE,stock,Financials,XLF,yfinance,
HOT,stock,Consumer Discretionary,XLY,llm,
HP,stock,Energy,XLE,yfinance,
HPE,stock,Information Technology,XLK,yfinance,
HPP,stock,Real Estate,XLRE,yfinance,
HPQ,stock,Information Technology,XLK,yfinance,
HPT,stock,Real Estate,XLRE,llm,
HPWR,stock,Industrials,XLI,llm,
HPY,stock,Information Technology,XLK,llm,
HQL,stock,Financials,XLF,yfinance,
HQY,stock,Health Care,XLV,yfinance,
HR,stock,Real Estate,XLRE,yfinance,
HRB,stock,Consumer Discretionary,XLY,yfinance,
HRC,stock,Health Care,XLV,llm,
HRI,stock,Industrials,XLI,yfinance,
HRL,stock,Consumer Staples,XLP,yfinance,
HRS,stock,Industrials,XLI,llm,
HRTX,stock,Health Care,XLV,yfinance,
HSAC,stock,Financials,XLF,llm,
HSBA,stock,Financials,XLF,llm,
HSBC,stock,Financials,XLF,yfinance,
HSC,stock,Materials,XLB,llm,
HSHCY,stock,Consumer Discretionary,XLY,yfinance,
HSIC,stock,Health Care,XLV,yfinance,
HSKA,stock,Health Care,XLV,llm,
HSNGY,stock,Consumer Staples,XLP,llm,
HSQVY,stock,Industrials,XLI,yfinance,
HST,stock,Real Estate,XLRE,yfinance,
HSTM,stock,Health Care,XLV,yfinance,
HSY,stock,Consumer Staples,XLP,yfinance,
HTA,stock,Real Estate,XLRE,llm,
HTD,stock,Financials,XLF,yfinance,
HTEI,unknown,,,none,
HTFC,unknown,,,none,
HTGC,stock,Financials,XLF,yfinance,
HTH,stock,Financials,XLF,yfinance,
HTHIY,stock,Industrials,XLI,yfinance,
HTLD,stock,Industrials,XLI,yfinance,
HTLF,stock,Financials,XLF,llm,
HTS,stock,Financials,XLF,llm,
HTZ,stock,Industrials,XLI,yfinance,
HTZWW,stock,Consumer Discretionary,XLY,llm,
HUB-A,stock,Financials,XLF,llm,
HUB-B,stock,Financials,XLF,llm,
HUBB,stock,Industrials,XLI,yfinance,
HUBG,stock,Industrials,XLI,yfinance,
HUBS,stock,Information Technology,XLK,yfinance,
HUD,unknown,,,none,
HUM,stock,Health Care,XLV,yfinance,
HUMA,stock,Health Care,XLV,yfinance,
HUN,stock,Materials,XLB,yfinance,
HURA,stock,Health Care,XLV,yfinance,
HURC,stock,Industrials,XLI,yfinance,
HURN,stock,Industrials,XLI,yfinance,
HUYA,stock,Communication Services,XLC,yfinance,
HVRRY,stock,Financials,XLF,yfinance,
HW,stock,Industrials,XLI,llm,
HWAY,stock,Health Care,XLV,llm,
HWM,stock,Industrials,XLI,yfinance,
HXGBY,stock,Information Technology,XLK,yfinance,
HXL,stock,Industrials,XLI,yfinance,
HY,stock,Industrials,XLI,yfinance,
HYG,etf_broad,,HYG,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
HYH,stock,Health Care,XLV,llm,
HYI,stock,Financials,XLF,yfinance,
HYT,stock,Financials,XLF,yfinance,
HZN,stock,Health Care,XLV,llm,
HZNP,stock,Health Care,XLV,llm,
IAA,stock,Industrials,XLI,llm,
IAC,stock,Communication Services,XLC,yfinance,
IACI,stock,Communication Services,XLC,llm,
IAG,stock,Materials,XLB,yfinance,
IAI,stock,Financials,XLF,llm,
IART,stock,Health Care,XLV,yfinance,
IAT,stock,Financials,XLF,llm,
IAU,etf_broad,,IAU,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
IBB,stock,Health Care,XLV,llm,
IBDO,unknown,,,none,
IBDQ,unknown,,,none,
IBDRY,stock,Utilities,XLU,yfinance,
IBDSF,stock,Utilities,XLU,yfinance,
IBDY,unknown,,,none,
IBE,stock,Utilities,XLU,llm,
IBIT,etf_broad,,IBIT,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
IBKC,stock,Financials,XLF,llm,
IBKR,stock,Financials,XLF,yfinance,
IBM,stock,Information Technology,XLK,yfinance,
IBN,stock,Financials,XLF,yfinance,
IBP,stock,Consumer Discretionary,XLY,yfinance,
IBRX,stock,Health Care,XLV,yfinance,
IBUY,stock,Consumer Discretionary,XLY,llm,
ICAD,stock,Health Care,XLV,llm,
ICAGY,stock,Industrials,XLI,yfinance,
ICE,stock,Financials,XLF,yfinance,
ICFI,stock,Industrials,XLI,yfinance,
ICHR,stock,Information Technology,XLK,yfinance,
ICL,stock,Materials,XLB,yfinance,
ICLN,stock,Utilities,XLU,llm,
ICLR,stock,Health Care,XLV,yfinance,
ICNT,stock,Health Care,XLV,llm,
ICON,stock,Industrials,XLI,yfinance,
ICOW,stock,Consumer Staples,XLP,llm,
ICPT,stock,Health Care,XLV,llm,
ICSH,unknown,,,none,
ICUI,stock,Health Care,XLV,yfinance,
IDA,stock,Utilities,XLU,yfinance,
IDCBY,stock,Financials,XLF,yfinance,
IDEXY,stock,Consumer Discretionary,XLY,yfinance,
IDI,stock,Industrials,XLI,llm,
IDT,stock,Communication Services,XLC,yfinance,
IDTI,stock,Information Technology,XLK,llm,
IDU,stock,Utilities,XLU,llm,
IDV,stock,Financials,XLF,llm,
IDXX,stock,Health Care,XLV,yfinance,
IEF,etf_broad,,IEF,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
IEFA,etf_broad,,IEFA,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
IEI,unknown,,,none,
IEMG,etf_broad,,IEMG,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
IEUR,unknown,,,none,
IEX,stock,Industrials,XLI,yfinance,
IEZ,stock,Energy,XLE,llm,
IFF,stock,Materials,XLB,yfinance,
IFJPY,stock,Communication Services,XLC,yfinance,
IFNNY,stock,Information Technology,XLK,yfinance,
IGAF,unknown,,,none,
IGHG,unknown,,,none,
IGIB,unknown,,,none,
IGSB,unknown,,,none,
IGT,stock,Consumer Discretionary,XLY,llm,
IGV,stock,Information Technology,XLK,llm,
IHD,stock,Financials,XLF,yfinance,
IHE,stock,Health Care,XLV,llm,
IHF,stock,Health Care,XLV,llm,
IHG,stock,Consumer Discretionary,XLY,yfinance,
IHI,stock,Health Care,XLV,llm,
IHS,stock,Real Estate,XLRE,yfinance,
II,stock,Financials,XLF,llm,
IILG,stock,Real Estate,XLRE,llm,
IIN,stock,Health Care,XLV,llm,
IIPR,stock,Real Estate,XLRE,yfinance,
IIVI,stock,Information Technology,XLK,llm,
IJH,etf_broad,,IJH,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
IJJ,unknown,,,none,
IJR,etf_broad,,IJR,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
IJS,unknown,,,none,
ILF,unknown,,,none,
ILG,stock,Real Estate,XLRE,llm,
ILMN,stock,Health Care,XLV,yfinance,
ILPT,stock,Real Estate,XLRE,yfinance,
IM,stock,Information Technology,XLK,llm,
IMAX,stock,Communication Services,XLC,yfinance,
IMBBY,stock,Consumer Staples,XLP,yfinance,
IMCB,unknown,,,none,
IMGN,stock,Health Care,XLV,llm,
IMKTA,stock,Consumer Staples,XLP,yfinance,
IMO,stock,Energy,XLE,yfinance,
IMP,unknown,,,none,
IMS,stock,Health Care,XLV,llm,
IMSC,stock,Industrials,XLI,llm,
INCY,stock,Health Care,XLV,yfinance,
INDA,etf_broad,,INDA,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
INDB,stock,Financials,XLF,yfinance,
INDG,unknown,,,none,
INF,stock,Utilities,XLU,llm,
INFA,stock,Information Technology,XLK,llm,
INFI,stock,Health Care,XLV,llm,
INFN,stock,Information Technology,XLK,llm,
INFO,stock,Industrials,XLI,llm,
INFR,stock,Industrials,XLI,llm,
INFY,stock,Information Technology,XLK,yfinance,
ING,stock,Financials,XLF,yfinance,
INGIY,stock,Financials,XLF,llm,
INGN,stock,Health Care,XLV,yfinance,
INGR,stock,Consumer Staples,XLP,yfinance,
ININ,stock,Information Technology,XLK,llm,
INMD,stock,Health Care,XLV,yfinance,
INN,stock,Real Estate,XLRE,yfinance,
INO,stock,Health Care,XLV,yfinance,
INOD,stock,Information Technology,XLK,yfinance,
INOV,stock,Health Care,XLV,llm,
INPAP,unknown,,,none,
INRD,stock,Health Care,XLV,llm,
INS,stock,Financials,XLF,llm,
INSM,stock,Health Care,XLV,yfinance,
INSP,stock,Health Care,XLV,yfinance,
INST,stock,Information Technology,XLK,llm,
INSW,stock,Energy,XLE,yfinance,
INSW-V,stock,Energy,XLE,llm,
INTA,stock,Information Technology,XLK,yfinance,
INTC,stock,Information Technology,XLK,yfinance,
INTR,stock,Financials,XLF,yfinance,
INTU,stock,Information Technology,XLK,yfinance,
INVA,stock,Health Care,XLV,yfinance,
INVH,stock,Real Estate,XLRE,yfinance,
INVX,stock,Energy,XLE,yfinance,
INVZ,stock,Consumer Discretionary,XLY,yfinance,
INWK,stock,Information Technology,XLK,llm,
INZ,unknown,,,none,
IONQ,stock,Information Technology,XLK,yfinance,
IONS,stock,Health Care,XLV,yfinance,
IOT,stock,Information Technology,XLK,yfinance,
IP,stock,Consumer Discretionary,XLY,yfinance,
IPCM,stock,Health Care,XLV,llm,
IPG,stock,Communication Services,XLC,llm,
IPGP,stock,Information Technology,XLK,yfinance,
IPHI,stock,Information Technology,XLK,llm,
IPHS,stock,Materials,XLB,llm,
IPKW,stock,Information Technology,XLK,llm,
IPWR,stock,Information Technology,XLK,yfinance,
IPXHY,stock,Energy,XLE,yfinance,
IPXL,stock,Health Care,XLV,llm,
IQNT,stock,Communication Services,XLC,llm,
IQV,stock,Health Care,XLV,yfinance,
IR,stock,Industrials,XLI,yfinance,
IRBT,stock,Consumer Discretionary,XLY,llm,
IRDM,stock,Communication Services,XLC,yfinance,
IRE,stock,Financials,XLF,llm,
IREN,stock,Financials,XLF,yfinance,
IRET,stock,Real Estate,XLRE,llm,
IRIX,stock,Health Care,XLV,yfinance,
IRLBF,stock,Financials,XLF,llm,
IRM,stock,Real Estate,XLRE,yfinance,
IRT,stock,Real Estate,XLRE,yfinance,
IRTC,stock,Health Care,XLV,yfinance,
IS,stock,Information Technology,XLK,llm,
ISD,stock,Financials,XLF,yfinance,
ISDR,stock,Communication Services,XLC,llm,
ISEE,stock,Health Care,XLV,llm,
ISHC,stock,Health Care,XLV,llm,
ISIL,stock,Information Technology,XLK,llm,
ISIS,stock,Health Care,XLV,llm,
ISN,stock,Health Care,XLV,llm,
ISNPY,stock,Financials,XLF,yfinance,
ISRG,stock,Health Care,XLV,yfinance,
ISUZF,stock,Consumer Discretionary,XLY,yfinance,
ISUZY,stock,Consumer Discretionary,XLY,yfinance,
IT,stock,Information Technology,XLK,yfinance,
ITA,stock,Industrials,XLI,llm,
ITAH,stock,Health Care,XLV,llm,
ITC,stock,Utilities,XLU,llm,
ITCI,stock,Health Care,XLV,llm,
ITEK,stock,Health Care,XLV,llm,
ITI,stock,Industrials,XLI,llm,
ITIP,unknown,,,none,
ITOCF,stock,Industrials,XLI,yfinance,
ITOT,etf_broad,,ITOT,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
ITRI,stock,Information Technology,XLK,yfinance,
ITT,stock,Industrials,XLI,yfinance,
ITTOY,stock,Industrials,XLI,llm,
ITUB,stock,Financials,XLF,yfinance,
ITVPY,stock,Communication Services,XLC,yfinance,
ITW,stock,Industrials,XLI,yfinance,
ITYBY,stock,Utilities,XLU,llm,
IUSG,stock,Information Technology,XLK,llm,
IUSV,stock,Financials,XLF,llm,
IVDA,stock,Industrials,XLI,yfinance,
IVE,etf_broad,,IVE,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
IVOO,stock,Industrials,XLI,llm,
IVV,etf_broad,,IVV,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
IVW,etf_broad,,IVW,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
IVZ,stock,Financials,XLF,yfinance,
IWB,etf_broad,,IWB,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
IWD,etf_broad,,IWD,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
IWF,etf_broad,,IWF,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
IWM,etf_broad,,IWM,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
IWN,etf_broad,,IWN,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
IWO,etf_broad,,IWO,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
IWP,etf_broad,,IWP,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
IX,stock,Financials,XLF,yfinance,
IXHL,stock,Health Care,XLV,yfinance,
IXJ,stock,Health Care,XLV,llm,
IXNZF,stock,Industrials,XLI,llm,
IXP,etf_sector,,XLC,manuel,ETF communication mondiale — reclassé (2026-08-11)
IXYS,stock,Information Technology,XLK,llm,
IYE,stock,Energy,XLE,llm,
IYG,stock,Financials,XLF,llm,
IYH,stock,Health Care,XLV,llm,
IYLD,unknown,,,none,
IYR,etf_sector,,XLRE,manuel,ETF iShares immobilier — reclassé (2026-08-11)
IYT,stock,Industrials,XLI,llm,
IYY,stock,Information Technology,XLK,llm,
IYZ,stock,Communication Services,XLC,llm,
J,stock,Industrials,XLI,yfinance,
JACK,stock,Consumer Discretionary,XLY,yfinance,
JAPAY,stock,Consumer Staples,XLP,yfinance,
JAPSY,stock,Industrials,XLI,yfinance,
JAZA,stock,Consumer Staples,XLP,llm,
JAZZ,stock,Health Care,XLV,yfinance,
JBAXY,stock,Financials,XLF,yfinance,
JBGS,stock,Real Estate,XLRE,yfinance,
JBHT,stock,Industrials,XLI,yfinance,
JBI,stock,Industrials,XLI,yfinance,
JBL,stock,Information Technology,XLK,yfinance,
JBLU,stock,Industrials,XLI,yfinance,
JBT,stock,Industrials,XLI,llm,
JBTM,stock,Industrials,XLI,yfinance,
JCAP,stock,Financials,XLF,yfinance,
JCI,stock,Industrials,XLI,yfinance,
JCOM,stock,Communication Services,XLC,llm,
JCP,stock,Consumer Discretionary,XLY,llm,
JCS,stock,Communication Services,XLC,llm,
JCSE,stock,Industrials,XLI,yfinance,
JD,stock,Consumer Discretionary,XLY,yfinance,
JDD,unknown,,,none,
JEC,stock,Industrials,XLI,llm,
JEF,stock,Financials,XLF,yfinance,
JEPI,etf_broad,,JEPI,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
JET,stock,Consumer Discretionary,XLY,llm,
JETS,stock,Industrials,XLI,llm,
JFLEX,stock,Information Technology,XLK,llm,
JG,stock,Information Technology,XLK,yfinance,
JGCCF,stock,Industrials,XLI,yfinance,
JGCCY,stock,Industrials,XLI,yfinance,
JHB,unknown,,,none,
JHCBX,unknown,,,none,
