representative_name,stock_name,buy_sell_flag,purchase_date,notification_date,invested_amount,min_amount,max_amount,transaction_year,ticker
GoldmanDaniel,"Altria Group, Inc. (MO) [ST]", P ,2023-01-31,02/09/2023," $15,001 - \$5000019863",15001.0,50000.0,2023.0,
GoldmanDaniel,"Amazon.com, Inc. (AMZN) [ST]",S (partial),2023-01-31,02/09/2023,"\$50,001 -\$100,000",50001.0,100000.0,2023.0,
GoldmanDaniel,Aon plc Class A Ordinary Shares, P ,2023-01-31,02/09/2023," $15,001 - \$5000019863",15001.0,50000.0,2023.0,AON
GoldmanDaniel,Apple Inc. (AAPL) [ST],S (partial),2023-01-31,02/09/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
GoldmanDaniel,Aptiv PLC Ordinary Shares (APTV), P ,2023-01-31,02/09/2023," $15,001 - \$5000019863",15001.0,50000.0,2023.0,APTV
GoldmanDaniel,Archer-Daniels-Midland Company,S (partial),2023-01-31,02/09/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,ADM
GoldmanDaniel,"Arista Networks, Inc. (ANET) [ST]", P ,2023-01-31,02/09/2023," $1,001 - \$1500019863",1001.0,15000.0,2023.0,
GoldmanDaniel,"Arrowhead Pharmaceuticals, Inc.",S,2023-01-31,02/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Astellas Pharma Inc Unsponsored, S  (partial),2023-01-13,02/09/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,Atlassian Corporation - Class A,P,2023-01-31,02/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,TEAM
GoldmanDaniel,AUSTIN AFFORDABLE PFC INC TEX, S ,2023-01-10,02/09/2023," $250,001 - \$04200120140",250001.0,500000.0,2023.0,
GoldmanDaniel,Bank of America Corporation (BAC),S (partial),2023-01-31,02/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Bayer Aktiengesellschaft American, P ,2023-01-13,02/09/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,"British American Tobacco Industries,",S (partial),2023-01-13,02/09/2023,"\$50,001 -\$100,000",50001.0,100000.0,2023.0,
GoldmanDaniel,Broadcom Inc. (AVGO) [ST], P ,2023-01-31,02/09/2023," $1,001 - \$1500019863",1001.0,15000.0,2023.0,
GoldmanDaniel,Capital One Financial Corporation,P,2023-01-31,02/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,COF
GoldmanDaniel,"Celsius Holdings, Inc. (CELH) [ST]", S ,2023-01-31,02/09/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,CELH
GoldmanDaniel,Centene Corporation (CNC) [ST],P,2023-01-31,02/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,"CenterPoint Energy, Inc (CNP) [ST]", S  (partial),2023-01-31,02/09/2023," $15,001 - \$5000019863",15001.0,50000.0,2023.0,CNP
GoldmanDaniel,Charles Schwab Corporation (SCHW),S (partial),2023-01-31,02/09/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,SCHW
GoldmanDaniel,Chemed Corp (CHE) [ST], S ,2023-01-31,02/09/2023," $1,001 - \$1500019863",1001.0,15000.0,2023.0,CHE
GoldmanDaniel,Cintas Corporation (CTAS) [ST],S,2023-01-31,02/09/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
GoldmanDaniel,CME Group Inc. - Class A (CME) [ST], P ,2023-01-31,02/09/2023," $1,001 - \$1500019863",1001.0,15000.0,2023.0,
GoldmanDaniel,Coca-Cola Company (KO) [ST],S (partial),2023-01-31,02/09/2023,"\$50,001 -\$100,000",50001.0,100000.0,2023.0,KO
GoldmanDaniel,"ConAgra Brands, Inc. (CAG) [ST]", P ,2023-01-31,02/09/2023," $1,001 - \$1500019863",1001.0,15000.0,2023.0,
GoldmanDaniel,Constellation Energy Corporation,S (partial),2023-01-31,02/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Costco Wholesale Corporation (COST), S  (partial),2023-01-31,02/09/2023," $15,001 - \$5000019863",15001.0,50000.0,2023.0,
GoldmanDaniel,CVS Health Corporation (CVS) [ST],P,2023-01-31,02/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,"Delta Air Lines, Inc. (DAL) [ST]", P ,2023-01-31,02/09/2023," $15,001 - \$5000019863",15001.0,50000.0,2023.0,
GoldmanDaniel,Dentsu Inc Tokyo Unsponsored ADR,P,2023-01-13,02/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Diageo plc (DEO) [ST], P ,2023-01-13,02/09/2023," $15,001 - \$500001986",15001.0,50000.0,2023.0,
GoldmanDaniel,Dollar General Corporation (DG) [ST],P,2023-01-31,02/09/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
GoldmanDaniel,"Dollar Tree, Inc. (DLTR) [ST]", P ,2023-01-31,02/09/2023," $15,001 - \$5000019863",15001.0,50000.0,2023.0,
GoldmanDaniel,"Dominion Energy, Inc. (D) [ST]",P,2023-01-31,02/09/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
GoldmanDaniel,"East West Bancorp, Inc. (EWBC) [ST]", P ,2023-01-31,02/09/2023," $15,001 - \$5000019863",15001.0,50000.0,2023.0,
GoldmanDaniel,Eisai Co Ltd American Depositary,S (partial),2023-01-13,02/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Eisai Co Ltd American Depositary, S ,2023-01-30,02/09/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,Eli Lilly and Company (LLY) [ST],P,2023-01-31,02/09/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
GoldmanDaniel,Enovix Corporation (ENVX) [ST], S ,2023-01-31,02/09/2023," $1,001 - \$1500019863",1001.0,15000.0,2023.0,
GoldmanDaniel,"Enphase Energy, Inc. (ENPH) [ST]",S (partial),2023-01-31,02/09/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
GoldmanDaniel,Equity Residential Common Shares of, P ,2023-01-31,02/09/2023," $1,001 - \$1500019863",1001.0,15000.0,2023.0,EQR
GoldmanDaniel,"Estee Lauder Companies, Inc. (EL)",S (partial),2023-01-31,02/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,EL
GoldmanDaniel,Fanuc Corporation Unsponsored ADR, P ,2023-01-13,02/09/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,FANUY
GoldmanDaniel,"Fate Therapeutics, Inc. (FATE) [ST]",S,2023-01-31,02/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Fifth Third Bancorp (FITB) [ST], P ,2023-01-31,02/09/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
GoldmanDaniel,Ford Motor Company (F) [ST],P,2023-01-31,02/09/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
GoldmanDaniel,General Motors Company (GM) [ST], P ,2023-01-31,02/09/2023," $15,001 - \$5000019863",15001.0,50000.0,2023.0,
GoldmanDaniel,Givaudan SA Unsponsored ADR,S (partial),2023-01-13,02/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Haleon plc American Depositary, P ,2023-01-13,02/09/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,HLN
GoldmanDaniel,HICKSVILLE N Y WTR DIST GO 5%,P,2023-01-17,02/09/2023,"\$100,001 -\$250,000",100001.0,250000.0,2023.0,
GoldmanDaniel,"Hitachi, Ltd. American Depositary", S  (partial),2023-01-13,02/09/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,Horizon Therapeutics Public Limited,S,2023-01-31,02/09/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
GoldmanDaniel,HP Inc. (HPQ) [ST], P ,2023-01-31,02/09/2023," $1,001 - \$1500019863",1001.0,15000.0,2023.0,
GoldmanDaniel,Industria De Diseno Textil Inditex Sa,S (partial),2023-01-13,02/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Intel Corporation (INTC) [ST], P ,2023-01-31,02/09/2023," $15,001 - \$5000019863",15001.0,50000.0,2023.0,
GoldmanDaniel,"Intuitive Surgical, Inc. (ISRG) [ST]",P,2023-01-31,02/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Invitation Homes Inc. (INVH) [ST], P ,2023-01-31,02/09/2023," $1,001 - \$1500019863",1001.0,15000.0,2023.0,
GoldmanDaniel,Japan Airlines Ltd Unsponsored ADR,S (partial),2023-01-13,02/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Jazz Pharmaceuticals plc - Ordinary, S ,2023-01-31,02/09/2023," $1,001 - \$1500019863",1001.0,15000.0,2023.0,
GoldmanDaniel,Johnson & Johnson (JNJ) [ST],S (partial),2023-01-31,02/09/2023,"\$100,001 -\$250,000",100001.0,250000.0,2023.0,
GoldmanDaniel,KDDI Corporation Unsponsored ADR, P ,2023-01-13,02/09/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,Keurig Dr Pepper Inc. (KDP) [ST],P,2023-01-31,02/09/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,KDP
GoldmanDaniel,"Kirin Holdings Company, Limited", P ,2023-01-13,02/09/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
GoldmanDaniel,Kroger Company (KR) [ST],S (partial),2023-01-31,02/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,KR
GoldmanDaniel,"L3Harris Technologies, Inc. (LHX)", P ,2023-01-31,02/09/2023," $15,001 - \$5000019863",15001.0,50000.0,2023.0,
GoldmanDaniel,Linde plc Ordinary Share (LIN) [ST],S (partial),2023-01-31,02/09/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
GoldmanDaniel,Lockheed Martin Corporation (LMT), P ,2023-01-31,02/09/2023," $15,001 - \$5000019863",15001.0,50000.0,2023.0,
GoldmanDaniel,Logitech International S.A. -,S (partial),2023-01-13,02/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,"Lucid Group, Inc. (LCID) [ST]", P ,2023-01-31,02/09/2023," $15,001 - \$5000019863",15001.0,50000.0,2023.0,
GoldmanDaniel,M&T Bank Corporation (MTB) [ST],P,2023-01-31,02/09/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
GoldmanDaniel,Maxar Technologies Inc. (MAXR) [ST], S ,2023-01-31,02/09/2023," $1,001 - \$1500019863",1001.0,15000.0,2023.0,
GoldmanDaniel,Medtronic plc. Ordinary Shares,P,2023-01-31,02/09/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,MDT
GoldmanDaniel,"Merck & Company, Inc. Common", P ,2023-01-31,02/09/2023," $1,001 - \$1500019863",1001.0,15000.0,2023.0,MRK
GoldmanDaniel,Microsoft Corporation (MSFT) [ST],S (partial),2023-01-31,02/09/2023,"\$50,001 -\$100,000",50001.0,100000.0,2023.0,
GoldmanDaniel,"Mondelez International, Inc. - Class A", P ,2023-01-31,02/09/2023," $15,001 - \$5000019863",15001.0,50000.0,2023.0,MDLZ
GoldmanDaniel,"MS&AD Insurance Group Holdings,",P,2023-01-13,02/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,N Y CITY TRANSITIONAL FIN AUTH, P ,2023-01-18,01/20/2023," $100,001 - \$50801272500001986",100001.0,250000.0,2023.0,
GoldmanDaniel,N Y CITY TRANSITIONAL FIN AUTH,P,2023-01-17,02/09/2023,"\$250,001 -\$500,000",250001.0,500000.0,2023.0,
GoldmanDaniel,NEW JERSEY ST TPK AUTH TPK, S ,2023-01-10,02/09/2023," $250,001 - \$50101295000001986",250001.0,500000.0,2023.0,
GoldmanDaniel,NEW JERSEY ST TPK AUTH TPK,S,2023-01-10,02/09/2023,"\$250,001 -\$500,000",250001.0,500000.0,2023.0,
GoldmanDaniel,"NextEra Energy, Inc. (NEE) [ST]", S  (partial),2023-01-31,02/09/2023," $50,001 - \$10000019863",50001.0,100000.0,2023.0,
GoldmanDaniel,NICE Ltd - American Depositary,S (partial),2023-01-13,02/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Northrop Grumman Corporation, S  (partial),2023-01-31,02/09/2023," $15,001 - \$5000019863",15001.0,50000.0,2023.0,NOC
GoldmanDaniel,PASSAIC CNTY N J GO 2% 11/01/23,S,2023-01-10,02/09/2023,"\$250,001 -\$500,000",250001.0,500000.0,2023.0,
GoldmanDaniel,"Pearson, Plc (PSO) [ST]", S ,2023-01-13,02/09/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,"Pepsico, Inc. (PEP) [ST]",S (partial),2023-01-31,02/09/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,PEP
GoldmanDaniel,"Plug Power, Inc. (PLUG) [ST]", P ,2023-01-31,02/09/2023," $15,001 - \$5000019863",15001.0,50000.0,2023.0,
GoldmanDaniel,Procter & Gamble Company (PG) [ST],P,2023-01-31,02/09/2023,"\$50,001 -\$100,000",50001.0,100000.0,2023.0,PG
GoldmanDaniel,Public Service Enterprise Group, P ,2023-01-31,02/09/2023," $1,001 - \$1500019863",1001.0,15000.0,2023.0,
GoldmanDaniel,"Raymond James Financial, Inc. (RJF)",P,2023-01-31,02/09/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
GoldmanDaniel,Raytheon Technologies Corporation, S  (partial),2023-01-31,02/09/2023," $15,001 - \$5000019863",15001.0,50000.0,2023.0,
GoldmanDaniel,"Rivian Automotive, Inc. - Class A",P,2023-01-31,02/09/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
GoldmanDaniel,Roblox Corporation Class A (RBLX), P ,2023-01-31,02/09/2023," $15,001 - \$5000019863",15001.0,50000.0,2023.0,
GoldmanDaniel,Roche Holdings AG Basel American,P,2023-01-13,02/09/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
GoldmanDaniel,Royal DSM NV Sponsored ADR, S ,2023-01-24,02/09/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,"Salesforce, Inc. (CRM) [ST]",P,2023-01-31,02/09/2023,"\$100,001 -\$250,000",100001.0,250000.0,2023.0,
GoldmanDaniel,"Sarepta Therapeutics, Inc. (SRPT)", S ,2023-01-31,02/09/2023," $1,001 - \$1500019863",1001.0,15000.0,2023.0,
GoldmanDaniel,SBA Communications Corporation -,P,2023-01-31,02/09/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,SBAC
GoldmanDaniel,Seacoast Banking Corporation of, S ,2023-01-31,02/09/2023," $15,001 - \$5000019863",15001.0,50000.0,2023.0,
GoldmanDaniel,Seven & I Holdings Co Ltd,P,2023-01-13,02/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Sherwin-Williams Company (SHW), P ,2023-01-31,02/09/2023," $15,001 - \$5000019863",15001.0,50000.0,2023.0,SHW
GoldmanDaniel,Shiseido Co Ltd Ord American,P,2023-01-13,02/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,"ShockWave Medical, Inc. (SWAV) [ST]", S  (partial),2023-01-31,02/09/2023," $1,001 - \$1500019863",1001.0,15000.0,2023.0,
GoldmanDaniel,Snowflake Inc. Class A (SNOW) [ST],S (partial),2023-01-31,02/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Sompo Japan Nipponkoa Holdings In, S ,2023-01-13,02/09/2023," $15,001 - \$500001986",15001.0,50000.0,2023.0,
GoldmanDaniel,Spire Inc. (SR) [ST],P,2023-01-31,02/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Sumitomo Chemical Co Ltd, P ,2023-01-13,02/09/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,SunPower Corporation (SPWR) [ST],S,2023-01-31,02/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Suntory Beverage & Food Ltd, P ,2023-01-13,02/09/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,"Syneos Health, Inc. - Class A (SYNH)",S,2023-01-31,02/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Sysco Corporation (SYY) [ST], P ,2023-01-31,02/09/2023," $1,001 - \$1500019863",1001.0,15000.0,2023.0,
GoldmanDaniel,TENNESSEE HSG DEV AGY REV,S,2023-01-10,02/09/2023,"\$100,001 -\$250,000",100001.0,250000.0,2023.0,
GoldmanDaniel,"Tesla, Inc. (TSLA) [ST]", S  (partial),2023-01-31,02/09/2023," $100,001 - \$25000019863",100001.0,250000.0,2023.0,
GoldmanDaniel,"The Trade Desk, Inc. - Class A (TTD)",P,2023-01-31,02/09/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
GoldmanDaniel,"Tokio Marine Holdings, Inc.", S  (partial),2023-01-13,02/09/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,Toray Industries Inc ADR (TRYIY),P,2023-01-13,02/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Toshiba Corp Unsponsored ADR, P ,2023-01-13,02/09/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,U.S. Bancorp (USB) [ST],P,2023-01-31,02/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Unilever PLC (UL) [ST], P ,2023-01-13,02/09/2023," $15,001 - \$500001986",15001.0,50000.0,2023.0,
GoldmanDaniel,Union Pacific Corporation (UNP) [ST],S (partial),2023-01-31,02/09/2023,"\$50,001 -\$100,000",50001.0,100000.0,2023.0,
GoldmanDaniel,"United Airlines Holdings, Inc. (UAL)", P ,2023-01-31,02/09/2023," $1,001 - \$1500019863",1001.0,15000.0,2023.0,
GoldmanDaniel,"United Rentals, Inc. (URI) [ST]",P,2023-01-31,02/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,UnitedHealth Group Incorporated, S  (partial),2023-01-31,02/09/2023," $15,001 - \$5000019863",15001.0,50000.0,2023.0,UNH
GoldmanDaniel,V.F. Corporation (VFC) [ST],S,2023-01-31,02/09/2023,"\$50,001 -\$100,000",50001.0,100000.0,2023.0,
GoldmanDaniel,Verizon Communications Inc. (VZ), P ,2023-01-31,02/09/2023," $1,001 - \$1500019863",1001.0,15000.0,2023.0,
GoldmanDaniel,Viatris Inc. (VTRS) [ST],P,2023-01-31,02/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Vodafone Group Plc - American, P ,2023-01-13,02/09/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
GoldmanDaniel,West Japan Railway Co Unsponsored,P,2023-01-13,02/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Wheaton Precious Metals Corp, S  (partial),2023-01-31,02/09/2023," $1,001 - \$1500019863",1001.0,15000.0,2023.0,
GoldmanDaniel,Zoetis Inc. Class A (ZTS) [ST],P,2023-01-31,02/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Zurich Insurance Group Limited, S  (partial),2023-01-13,02/09/2023," $15,001 - \$500001986",15001.0,50000.0,2023.0,
GoldmanDaniel,AB Electrolux Class B American, S ,2023-02-27,03/01/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,ADYEN N.V. ADR CMN (ADYEY),P,2023-02-27,03/01/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Aeon Co Ltd American Depositary, P ,2023-02-27,03/01/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,"AIA Group, Ltd. Sponsored American",S (partial),2023-02-27,03/01/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,"Ajinomoto Company, Inc. American", P ,2023-02-27,03/01/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,"Altria Group, Inc. (MO) [ST]",P,2023-02-03,03/01/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Anheuser-Busch Inbev SA Sponsored, S  (partial),2023-02-27,03/01/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,BUD
GoldmanDaniel,ANZ GROUP HOLDINGS LTD ADR,P,2023-02-27,03/01/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,ASML Holding N.V. - New York, S  (partial),2023-02-27,03/01/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,ASML
GoldmanDaniel,Astellas Pharma Inc Unsponsored,P,2023-02-27,03/01/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
GoldmanDaniel,ASX Ltd Unsponsored ADR (ASXFY), S  (partial),2023-02-27,03/01/2023," $15,001 - \$500001986",15001.0,50000.0,2023.0,
GoldmanDaniel,Atlas Copco Ab Sponsored ADR,S (partial),2023-02-27,03/01/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Bayer Aktiengesellschaft American, P ,2023-02-27,03/01/2023," $15,001 - \$500001986",15001.0,50000.0,2023.0,
GoldmanDaniel,Berkshire Hathaway Inc. New,S (partial),2023-02-03,03/01/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,BRK-B
GoldmanDaniel,"British American Tobacco Industries,", P ,2023-02-27,03/01/2023," $15,001 - \$",15001.0,50000.0,2023.0,
GoldmanDaniel,Central Japan Railway Co,S,2023-02-27,03/01/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
GoldmanDaniel,"CF Industries Holdings, Inc. (CF) [ST]", S ,2023-02-03,03/01/2023," $1,001 - \$150001997",1001.0,15000.0,2023.0,
GoldmanDaniel,CHERRY HILL TWP N J SCH DIST,S,2023-02-24,03/01/2023,"\$250,001 -\$500,000",250001.0,500000.0,2023.0,
GoldmanDaniel,Chugai Pharmaceutical Ltd, P ,2023-02-27,03/01/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,Coca-Cola Company (KO) [ST],S,2023-02-03,03/01/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,KO
GoldmanDaniel,Columbus Ohio 5.000% Due 08-15-23, S ,2023-02-15,03/01/2023," $1,001 - \$150001997",1001.0,15000.0,2023.0,
GoldmanDaniel,Commerzbank Junge Shs American,P,2023-02-27,03/01/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Credit Suisse Group American, P ,2023-02-27,03/01/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,Csl Ltd SPONSORED ADR (CSLLY),P,2023-02-27,03/01/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
GoldmanDaniel,CT Swap Rec 1M-USD-SOFR CME, S ,2023-02-10,03/01/2023," $1,000,001 - \$1",1000001.0,5000000.0,2023.0,
GoldmanDaniel,Daikin Inds Ltd Unsponsored ADR,P,2023-02-27,03/01/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
GoldmanDaniel,Daiwa House Ind Ltd American, S  (partial),2023-02-27,03/01/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,Dentsu Inc Tokyo Unsponsored ADR,P,2023-02-27,03/01/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Diageo plc (DEO) [ST], S  (partial),2023-02-27,03/01/2023," $50,001 - \$1000001986",50001.0,100000.0,2023.0,
GoldmanDaniel,Eli Lilly and Company (LLY) [ST],S,2023-02-03,03/01/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,"Enphase Energy, Inc. (ENPH) [ST]", S ,2023-02-03,03/01/2023," $1,001 - \$150001997",1001.0,15000.0,2023.0,
GoldmanDaniel,EPIROC AB ADR CMN (EPOKY) [OT],P,2023-02-27,03/01/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Ericsson - American Depositary, P ,2023-02-27,03/01/2023," $1,001 - \$1500011986",1001.0,15000.0,2023.0,
GoldmanDaniel,Essilor International SA ADR,S (partial),2023-02-27,03/01/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Fanuc Corporation Unsponsored ADR, P ,2023-02-27,03/01/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,FANUY
GoldmanDaniel,Fast Retailing Co Ltd Unsponsored,P,2023-02-27,03/01/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Fujitsu Ltd ADR (FJTSY) [ST], P ,2023-02-27,03/01/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,Givaudan SA Unsponsored ADR,P,2023-02-27,03/01/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,"Grifols, S.A. - American Depositary", P ,2023-02-27,03/01/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,Haleon plc American Depositary,P,2023-02-27,03/01/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,HLN
GoldmanDaniel,Hexagon AB American Depositary, P ,2023-02-27,03/01/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,"Hitachi, Ltd. American Depositary",S (partial),2023-02-27,03/01/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Hoya Corp Sponsored ADR (HOCPY), P ,2023-02-27,03/01/2023," $15,001 - \$500001986",15001.0,50000.0,2023.0,
GoldmanDaniel,"HSBC Holdings, plc. (HSBC) [ST]",P,2023-02-27,03/01/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Intercontinental Hotels Group, P ,2023-02-27,03/01/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,Itochu Techno-Solutions Corp,P,2023-02-27,03/01/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,James Hardie Industries plc American, P ,2023-02-27,03/01/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,Japan Tobacco Unsponsored,P,2023-02-27,03/01/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Johnson & Johnson (JNJ) [ST], P ,2023-02-03,03/01/2023," $1,001 - \$150001997",1001.0,15000.0,2023.0,
GoldmanDaniel,KDDI Corporation Unsponsored ADR,P,2023-02-27,03/01/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Kerry Group Plc Sponsored ADR, P ,2023-02-27,03/01/2023," $15,001 - \$500001986",15001.0,50000.0,2023.0,
GoldmanDaniel,Kesko OYJ Unsponsored ADR,S,2023-02-27,03/01/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,"Kirin Holdings Company, Limited", P ,2023-02-27,03/01/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,KONINKLIJKE AHOLD N.V.,P,2023-02-27,03/01/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
