ticker,in_prices_v2,in_prices_holdings,in_prices
WFAFY,1,0,0
WFC,1,0,1
WFFXX,0,1,0
WFMDX,0,1,0
WFPRX,0,1,0
WFRD,1,0,1
WGL,1,0,1
WGO,1,0,0
WH,1,0,1
WHOSX,0,1,0
WHR,1,0,1
WHYIX,0,1,0
WIA,1,0,0
WIGRX,0,1,0
WINA,1,0,0
WING,1,0,1
WINIX,0,1,0
WINN,0,1,0
WIP,0,1,0
WIT,1,0,1
WIW,1,0,1
WIX,1,0,1
WJRYY,1,0,0
WK,1,0,0
WKHS,1,0,0
WLK,1,0,1
WLKP,0,1,0
WM,1,0,1
WMB,1,0,1
WMBIX,0,1,0
WMBRX,0,1,0
WMCVX,0,1,0
WMGAX,0,1,0
WMRIX,0,1,0
WMS,1,0,0
WMT,1,0,1
WNC,0,1,0
WOGSX,0,1,0
WOLF,0,1,0
WOLWF,1,0,1
WOOD,0,1,0
WOOF,1,0,1
WOR,1,0,0
WPBFOX,0,1,0
WPC,1,0,1
WPM,1,0,0
WPOPX,0,1,0
WPP,1,0,0
WPSGX,0,1,0
WPZ,1,0,1
WR,1,0,0
WRB,1,0,1
WRDLY,1,0,1
WRLD,0,1,0
WSBC,1,0,1
WSC,1,0,0
WSFS,1,0,0
WSM,1,0,1
WSMAX,0,1,0
WSMNX,0,1,0
WSO,1,0,1
WST,1,0,1
WSTL,1,0,0
WSTMX,1,0,0
WT,0,1,0
WTAAEX,0,1,0
WTAAFX,0,1,0
WTAIX,0,1,0
WTFC,1,0,1
WTIBX,0,1,0
WTKWY,1,0,0
WTM,1,0,1
WTRG,1,0,0
WTS,1,0,0
WTSHF,1,0,1
WTV,0,1,0
WTW,1,0,1
WU,1,0,0
WUSRX,0,1,0
WVVIP,0,1,0
WW,1,0,0
WWD,1,0,1
WWGEX,1,0,0
WWJD,0,1,0
WWSYX,1,0,1
WWW,1,0,1
WX,0,1,0
WY,1,0,1
WYNMY,0,1,0
WYNN,1,0,1
XAR,0,1,0
XBI,1,0,1
XBTOX,0,1,0
XCEM,0,1,0
XDAT,0,1,0
XDFPX,0,1,0
XEL,1,0,1
XELB,0,0,1
XES,0,1,0
XFIV,1,0,0
XHB,1,0,0
XHR,1,0,1
XIACF,1,0,0
XJH,0,1,0
XLB,1,0,1
XLC,1,0,1
XLE,1,0,1
XLEY,0,1,0
XLF,1,0,1
XLG,0,1,0
XLI,1,0,1
XLK,1,0,1
XLP,1,0,1
XLRE,1,0,1
XLU,1,0,1
XLV,1,0,1
XLY,1,0,1
XME,1,0,0
XMHQ,1,0,0
XMLV,0,1,0
XMMO,0,1,0
XMTR,0,1,0
XNCR,0,1,0
XNET,0,1,0
XNGSY,1,0,1
XNIEX,0,1,0
XNTK,0,1,0
XNXPX,0,1,0
XOM,1,0,1
XONE,1,0,0
XOP,0,1,0
XP,1,0,1
XPEV,0,1,0
XPH,0,1,0
XPND,0,1,0
XPO,1,0,1
XPRO,1,0,0
XRAIX,0,1,0
XRAY,1,0,1
XRT,1,0,1
XRX,1,0,1
XSD,1,0,0
XSHQ,1,0,0
XSLV,1,0,0
XSMO,0,1,0
XSOE,1,0,0
XSVM,0,1,0
XT,1,0,0
XTN,0,1,0
XTWO,1,0,0
XYIGY,1,0,0
XYL,1,0,1
XYLD,0,1,0
XYZ,1,0,1
YACKX,1,0,0
YAFFX,0,1,0
YAFIX,0,1,0
YAHOY,1,0,1
YARIY,1,0,0
YASKY,1,0,1
YATRY,0,1,0
YCS,1,0,0
YELP,1,0,0
YETI,1,0,0
YEXT,1,0,1
YOU,1,0,1
YPF,0,1,0
YRAIF,1,0,1
YRD,1,0,0
YTRA,1,0,0
YUM,1,0,1
YUMC,1,0,0
YXI,1,0,0
Z,1,0,1
ZBH,1,0,1
ZBRA,1,0,1
ZG,1,0,1
ZIM,0,1,0
ZION,1,0,1
ZKH,0,0,1
ZLNDY,1,0,1
ZM,1,0,1
ZMLP,1,0,0
ZROZ,1,0,0
ZS,1,0,0
ZSCCX,0,1,0
ZTO,1,0,0
ZTS,1,0,1
ZUMZ,0,1,0
ZURVY,1,0,0
ZYME,0,1,0
failed_holdings_v1,0,1,0
failed_v2,1,0,0
